Cust_ID,RM,ACCT_BAL,ACCT_BAL_FY_START
7968,25,3838097,1541680
7969,44,1314244,1659332
7970,29,1207287,2802116
7971,50,180333,1033278
7972,5,2820048,2414853
7973,28,3835913,2641122
7974,41,3354153,3293885
7975,30,3192623,2066925
7976,20,1396700,4580443
7977,49,3236249,4364948
7978,11,1220910,1425313
7979,22,1159532,599793
7980,38,803134,4787299
7981,30,405894,1720518
7982,6,3541510,1222550
7983,21,2709789,4335794
7984,13,1322306,3548100
7985,22,4118778,1479591
7986,45,3728032,4591550
7987,49,3389415,1775441
7988,27,647767,5299041
7989,12,4083518,549508
7990,37,1012668,3186593
7991,23,2982362,3672071
7992,26,858013,3270568
7993,46,2224477,168878
7994,23,2783808,4583095
7995,43,2174243,591336
7996,10,1762855,3807395
7997,38,2148030,266030
7998,40,673511,4843933
7999,33,2625883,3587667
8000,31,3227846,2942090
8001,2,1271302,1118795
8002,31,2411587,574740
8003,32,1052263,1857880
8004,22,4322311,149204
8005,24,945061,322344
8006,4,2209119,3089523
8007,25,3156107,2940197
8008,45,300652,286849
8009,40,795049,3270470
8010,6,1585840,4824009
8011,29,849541,3189102
8012,50,3013478,2795617
8013,48,3977619,5270186
8014,13,1965973,2688606
8015,34,1181197,1554293
8016,24,4031144,5042671
8017,38,3936297,2366322
8018,45,2708000,2077622
8019,3,3109601,4496970
8020,37,410957,4979402
8021,32,298708,2023874
8022,43,2571532,2478622
8023,13,2262464,3150895
8024,1,1102923,4963724
8025,35,1371024,137751
8026,21,2755356,2742842
8027,27,2579596,1394381
8028,44,853087,1959730
8029,48,3608261,608151
8030,50,1838353,3189163
8031,14,2045029,1104531
8032,19,59231,214610
8033,17,1759613,4800350
8034,17,3665879,3702014
8035,23,285744,1719829
8036,8,631840,5279859
8037,5,2843727,2469112
8038,49,369808,1917766
8039,10,2915327,2602895
8040,44,3429207,4363326
8041,33,1890202,4746940
8042,44,4152733,186791
8043,10,3384699,997950
8044,12,1571551,4543299
8045,3,3202712,2632511
8046,35,2814771,1659995
8047,5,3198969,3063539
8048,20,527610,2300563
8049,19,2302982,117095
8050,30,1977980,5266627
8051,25,1444508,2626301
8052,40,3315163,797946
8053,23,1318506,1438960
8054,50,2980884,343740
8055,44,2786358,3174948
8056,41,1102183,4708214
8057,24,44382,3566171
8058,22,4311350,2546917
8059,13,106173,1610577
8060,18,4238955,1036591
8061,1,139143,3903276
8062,12,2273542,3788163
8063,11,4351048,4964844
8064,19,1048918,2560190
8065,26,876184,1865210
8066,15,793938,545841
8067,8,2660947,1213621
8068,19,1742753,2293267
8069,39,849302,1871069
8070,16,2206934,2979337
8071,34,2279329,5097789
8072,24,3499021,160517
8073,17,66027,3824652
8074,43,992414,4926000
8075,17,3436677,3504230
8076,10,1159598,778768
8077,2,1248674,638890
8078,6,1321162,2879744
8079,29,1580923,4811515
8080,12,287355,2309720
8081,22,1653780,4042934
8082,7,2495968,2890695
8083,34,464432,225782
8084,32,3303516,1948717
8085,43,1597189,1184496
8086,39,4067396,750449
8087,9,2325301,1020024
8088,34,967707,3022240
8089,2,1155830,1971670
8090,42,3867465,2478085
8091,11,2252617,1300998
8092,7,1399329,463463
8093,23,2442191,670510
8094,49,2773908,269786
8095,34,1509433,2648962
8096,2,1469754,1199484
8097,45,2344437,431867
8098,22,2110496,1391592
8099,42,3568715,1919838
8100,17,3785654,3826432
8101,13,2451934,151876
8102,33,3772747,2197695
8103,24,818167,3119782
8104,4,995466,670840
8105,25,235040,2325195
8106,19,2652792,2865927
8107,47,3680307,4400166
8108,15,4029993,639485
8109,46,2433020,3037131
8110,48,790695,5326509
8111,48,1315190,3347448
8112,38,850985,3824114
8113,22,3017308,2840708
8114,4,4275910,5312960
8115,14,3998974,4881700
8116,13,381728,3539630
8117,29,4248898,4935965
8118,19,3705008,3492563
8119,34,1460369,3799508
8120,20,3158591,5253223
8121,44,2195416,4566942
8122,35,1801860,5412750
8123,48,3499793,3131721
8124,20,701334,896549
8125,12,4248131,1760908
8126,48,1327844,1863835
8127,50,3292781,1334725
8128,32,723131,1420837
8129,13,1856771,5293723
8130,45,1325676,2520601
8131,50,2037018,912723
8132,33,633755,2792791
8133,14,1021113,1507184
8134,46,3852031,2654826
8135,47,730036,1368951
8136,39,3588135,2437270
8137,16,3393515,4036278
8138,8,4283124,4853508
8139,21,886342,3023251
8140,10,2715803,438935
8141,11,381869,5315306
8142,15,3198133,4300627
8143,20,4168165,3572176
8144,45,1436885,4677961
8145,48,3076401,58597
8146,23,2238257,183026
8147,2,1752639,1368421
8148,39,3588949,194745
8149,28,1170700,61780
8150,47,2882163,231831
8151,2,2984342,990497
8152,35,4079574,4363019
8153,47,4305600,2674845
8154,45,2903079,2689715
8155,49,1615316,2543916
8156,47,1631863,4321855
8157,49,4294829,3485023
8158,27,1079985,2133989
8159,23,2852550,1758896
8160,46,1296293,66248
8161,38,1559267,4739683
8162,38,3829357,3737585
8163,31,3861133,5065690
8164,28,393452,3904593
8165,17,3154890,5208194
8166,9,817097,2446195
8167,16,717120,1203703
8168,46,269210,4937973
8169,49,1141293,3377401
8170,12,1817005,4482046
8171,49,2179628,4255233
8172,34,2414120,5130608
8173,45,1655812,3037468
8174,35,1260741,1489060
8175,29,3828187,2204007
8176,31,320822,5234884
8177,11,2037696,2649709
8178,42,4016630,5305296
8179,39,2316331,5292778
8180,2,787596,4070211
8181,11,3209554,1185938
8182,26,559983,5092885
8183,18,740080,2069417
8184,23,851244,883957
8185,32,2869163,2004541
8186,21,818074,1587047
8187,13,436536,3763654
8188,20,3997566,3457873
8189,9,1778843,157677
8190,2,3525779,4325914
8191,22,318706,3888180
8192,5,4296293,519613
8193,10,2899338,5373370
8194,33,3218977,2103598
8195,44,1525578,3381531
8196,40,712563,4401651
8197,10,4030440,2387536
8198,35,3927418,299438
8199,31,3180808,2480785
8200,10,208975,3124319
8201,2,2042842,156594
8202,38,4106071,119051
8203,46,3636042,1676015
8204,18,931306,4790418
8205,48,3141645,2667266
8206,48,811819,1423154
8207,29,3426134,2120330
8208,39,2261706,2249813
8209,44,3139749,4098568
8210,46,2616422,2768868
8211,5,747684,4817731
8212,18,3326476,5404706
8213,17,879169,5204180
8214,11,937374,3290908
8215,21,900078,2505725
8216,16,1341694,1617566
8217,31,2574298,1476291
8218,28,2891134,1630364
8219,29,1899502,4020612
8220,3,1975273,2342775
8221,45,1539344,4627287
8222,21,1768704,2392881
8223,18,3193603,2982178
8224,29,2155274,2303679
8225,8,1650281,3471922
8226,46,3343809,4779660
8227,22,667293,3604555
8228,12,442940,439912
8229,10,3392908,620933
8230,30,1077516,4816107
8231,4,657890,3563838
8232,1,1261443,1563544
8233,28,1346936,733851
8234,9,609576,3215327
8235,15,4273419,3774795
8236,41,2227223,1211065
8237,45,1142201,702622
8238,11,1789025,5210068
8239,27,609827,4597056
8240,28,2909375,2656525
8241,45,2731953,500675
8242,2,4196633,4952291
8243,29,1414649,2437889
8244,7,4009685,2136164
8245,38,787747,4746705
8246,28,2889011,4799358
8247,29,968293,3668871
8248,49,3300763,4895370
8249,8,2037715,3590118
8250,30,3449333,2259838
8251,3,3269943,3540192
8252,15,3786437,1575281
8253,13,3690965,3360272
8254,24,2173550,175986
8255,17,2682840,2661196
8256,15,660668,3852944
8257,2,1939056,1513300
8258,40,1779488,2662457
8259,3,3910218,710367
8260,30,2236892,157065
8261,9,3332287,883851
8262,13,1571827,1129869
8263,3,2830771,5160217
8264,5,2600910,2247979
8265,24,214618,4588818
8266,3,752069,4543899
8267,6,2428096,2594581
8268,32,572218,3725716
8269,49,2859029,1203903
8270,49,1964544,96481
8271,3,4051315,1878247
8272,13,603689,2306753
8273,32,909264,2236155
8274,15,2042547,729305
8275,19,1155709,3219734
8276,24,1989068,3894126
8277,41,725225,1460665
8278,11,4064557,657909
8279,49,431904,1360026
8280,16,1709347,2684942
8281,41,1135871,1228656
8282,41,2244403,1504347
8283,37,1941327,4190173
8284,9,217620,1887103
8285,21,2370338,183348
8286,37,4151818,4531522
8287,1,3577827,3391892
8288,41,2923097,2977216
8289,3,51331,3388593
8290,31,3055698,3807624
8291,35,2200626,1025244
8292,22,1122116,2459503
8293,14,1090881,2886990
8294,33,1215955,5358860
8295,13,3761732,4059144
8296,44,2381062,644301
8297,21,1749373,4688175
8298,27,4250036,5332833
8299,32,1296068,1885913
8300,36,2987013,3422566
8301,23,286723,1340606
8302,30,3631954,2280474
8303,50,2917362,2851242
8304,26,483135,3867565
8305,1,2310798,2535374
8306,34,954368,4444140
8307,37,3637458,5310694
8308,49,3030720,2485874
8309,5,2384273,4504081
8310,23,127260,4207506
8311,11,3588633,857771
8312,31,3632284,1181470
8313,38,443663,4242928
8314,43,3058634,5230194
8315,40,511079,782507
8316,37,2354953,1909420
8317,1,642681,3102822
8318,6,1474263,3647368
8319,21,4230153,487984
8320,10,1990700,1993144
8321,14,3904690,1615143
8322,4,1702795,2867374
8323,16,2109497,2312130
8324,11,39998,3531591
8325,24,3532535,4643211
8326,43,568447,993595
8327,39,1544731,4612748
8328,19,2577478,3544299
8329,29,3592207,1319677
8330,39,3243865,977569
8331,48,3645729,2235995
8332,40,876523,3444376
8333,7,1403999,3268034
8334,34,1775276,4818113
8335,9,2999370,1826409
8336,11,3748878,1772350
8337,33,1538075,2895158
8338,36,3315808,2062702
8339,46,4132431,4724652
8340,29,2585966,372283
8341,7,3157837,2912391
8342,2,660065,4044722
8343,9,3540817,1462694
8344,22,2552198,4295652
8345,31,3809991,4357483
8346,43,1868723,4764306
8347,35,3870884,1253198
8348,9,821910,4633590
8349,2,1287682,2315247
8350,8,1738140,767665
8351,38,3505885,4066931
8352,36,871047,2756934
8353,50,297135,2472254
8354,39,2657511,3433336
8355,44,227528,4872043
8356,50,2084262,397431
8357,28,2089816,801368
8358,44,341165,3426205
8359,44,457760,2619297
8360,35,2968712,1742467
8361,32,4113428,4942933
8362,9,2835402,1276274
8363,39,3818260,771140
8364,15,2853988,4219139
8365,21,1955056,2118569
8366,39,219188,2830029
8367,23,2950735,4168671
8368,44,1784273,4204117
8369,46,706040,2461923
8370,47,1837719,843476
8371,43,3243895,3515254
8372,36,2993485,2781109
8373,27,173725,928922
8374,49,3922188,2286182
8375,14,2605279,838286
8376,16,1260941,1556546
8377,8,829427,1115841
8378,9,1844277,608398
8379,23,1835707,2691663
8380,13,140177,5221537
8381,28,873890,45782
8382,25,185906,2298057
8383,1,4279855,532532
8384,9,3762583,1934058
8385,18,2088696,1571437
8386,43,3568860,1333128
8387,33,1199997,1694862
8388,21,2688188,2000344
8389,48,1787418,2882172
8390,32,871509,756326
8391,5,2746140,3319796
8392,12,3248361,4940790
8393,6,172236,1048434
8394,36,363611,2408795
8395,32,1567511,3592432
8396,40,2848712,1799675
8397,35,2336200,5304507
8398,13,1076288,3079397
8399,13,1653802,4527548
8400,24,1219503,774420
8401,8,2974020,4398616
8402,34,3505204,5066130
8403,31,3913339,1181357
8404,24,1324747,121683
8405,38,4005535,3838786
8406,18,3680943,2463055
8407,13,4312685,1270961
8408,39,3307784,1272215
8409,46,4336883,3547603
8410,17,1466589,5236672
8411,40,2413,2354117
8412,21,3256210,3922824
8413,9,2790654,2372761
8414,30,1013060,535636
8415,13,698324,66476
8416,42,3333546,1300602
8417,25,2042815,1971301
8418,37,1089733,2967420
8419,14,1641937,2899350
8420,29,2774368,4432645
8421,8,2029493,1011028
8422,50,1700303,3848211
8423,40,1240967,638199
8424,4,615472,1403077
8425,50,1678557,966446
8426,23,354273,4646007
8427,6,907369,4563471
8428,49,3406074,1664278
8429,46,3776657,750072
8430,50,1085667,5125897
8431,21,1177214,2581952
8432,32,2859758,5302386
8433,18,2678995,3139579
8434,34,420686,1034977
8435,48,3102836,1516266
8436,9,1372092,3803076
8437,3,451998,919654
8438,50,1922293,3648133
8439,12,1930450,4175966
8440,43,1952411,4870250
8441,49,3049163,2110594
8442,33,1847821,441123
8443,31,305577,1652510
8444,3,2500454,1996431
8445,37,866698,525718
8446,37,873192,836036
8447,7,327710,5135421
8448,5,1593485,3286911
8449,8,1922419,4501221
8450,5,2285138,507481
8451,49,4219545,4687644
8452,31,4242914,2446171
8453,42,3328813,151951
8454,34,4104257,2914842
8455,38,165434,4198917
8456,5,3920802,85696
8457,41,2370535,2713254
8458,37,1550653,22754
8459,16,2842410,3741137
8460,36,179032,5241034
8461,42,152764,3632864
8462,8,1131609,2113267
8463,5,1552327,4755402
8464,5,3543761,340642
8465,26,2153157,1550813
8466,3,4286489,2884598
8467,40,3192011,993882
8468,26,3170303,1489367
8469,8,2621254,463213
8470,7,1720171,3802776
8471,43,750584,3733172
8472,5,1898718,3954150
8473,2,1872576,5029065
8474,21,3339075,915184
8475,2,2347762,1898387
8476,16,1559646,2034871
8477,19,3740070,3188175
8478,41,2355711,4354860
8479,40,3602564,3922160
8480,21,2447373,5730
8481,43,3244238,576870
8482,17,3213023,861328
8483,43,1997897,1494220
8484,1,4248131,3857873
8485,20,3181423,1092438
8486,41,201357,256724
8487,13,3765425,4160076
8488,28,925072,2648209
8489,43,157658,3732136
8490,17,3573524,962794
8491,17,1823312,559083
8492,25,2480719,5016131
8493,20,1653378,3514819
8494,44,2877260,4579009
8495,13,737749,4136610
8496,41,1588145,5216452
8497,20,2742623,1685629
8498,4,3366248,2827105
8499,46,782153,3544777
8500,37,26657,488295
8501,24,3735488,3245195
8502,6,1860491,4589165
8503,34,790386,5194293
8504,18,2045264,3357811
8505,31,3807882,3166335
8506,8,222207,2985843
8507,12,3850326,1125432
8508,16,433841,5257556
8509,30,369651,3775124
8510,47,95261,3603953
8511,49,2159663,2535888
8512,18,2775691,256969
8513,8,2571363,1650444
8514,16,3638815,2023986
8515,28,3556301,4806718
8516,38,3865747,5242331
8517,2,3895698,5265892
8518,27,4163299,1545070
8519,39,4321770,3687308
8520,35,3906464,1755348
8521,36,2937211,627958
8522,13,2454249,3074569
8523,46,4118202,2930677
8524,2,2604596,108779
8525,33,1260207,245354
8526,2,524316,5409317
8527,5,2810587,5319142
8528,7,1150690,4957586
8529,29,3508992,3474737
8530,25,2558110,3004684
8531,11,1978956,4834261
8532,24,2513833,263951
8533,2,1487234,3653906
8534,36,536310,4597396
8535,2,365207,3797782
8536,30,3484361,2958287
8537,47,1996448,1531105
8538,19,4091743,3174964
8539,6,3071269,4601240
8540,21,408187,1916777
8541,9,4127141,3300124
8542,25,2740130,2374377
8543,11,936999,4838481
8544,6,1966524,1854748
8545,17,2106361,2046389
8546,25,309340,2631701
8547,47,773686,4444575
8548,44,626695,1989223
8549,5,3733052,3393095
8550,32,1522508,508563
8551,26,3568238,2731743
8552,7,584298,5289478
8553,34,3180936,247033
8554,28,99126,761132
8555,2,2076971,4592044
8556,33,2888266,3005449
8557,10,1717204,2474546
8558,8,2544302,5146910
8559,33,4068787,4390409
8560,19,3046203,4151881
8561,10,2483234,4570337
8562,23,1645981,4439209
8563,25,1495478,2657237
8564,49,2824257,3137738
8565,32,3525047,3642952
8566,21,3428213,3709746
8567,18,1680994,2941211
8568,28,4101035,2850537
8569,5,2239906,2129992
8570,12,271550,2213129
8571,47,2891136,3088815
8572,24,131986,870811
8573,27,3731273,3050751
8574,35,2834369,5181534
8575,6,186916,370721
8576,11,99767,2508338
8577,25,3765978,4732740
8578,42,609965,5184869
8579,4,1539797,1672038
8580,30,2949074,632973
8581,16,458747,3653108
8582,29,4263593,2905338
8583,13,3233146,4072670
8584,11,1467475,2521732
8585,25,4205078,2974579
8586,8,75851,3474376
8587,5,747205,5410239
8588,3,3602029,3045672
8589,2,2947608,3192788
8590,8,2800286,1430067
8591,34,4037550,1710955
8592,39,3416379,5245361
8593,7,3193264,4160664
8594,37,3851564,1403026
8595,19,1670938,1078935
8596,10,1031647,4728875
8597,15,4250936,991712
8598,44,3546779,1547119
8599,3,1016843,3628415
8600,33,1957157,1438982
8601,34,2835799,561259
8602,18,254761,246946
8603,16,3940331,4168987
8604,26,691135,4941244
8605,35,2177774,363224
8606,18,3008620,2112319
8607,31,289559,3587497
8608,4,3973702,2528362
8609,4,2905273,3123681
8610,35,2319531,4840499
8611,7,2591461,2743898
8612,49,696262,1397613
8613,33,1232290,3149793
8614,38,2278614,2400078
8615,42,2166435,5394975
8616,46,784834,4064764
8617,47,663195,2993723
8618,17,814447,2244762
8619,29,2820943,1533537
8620,44,2222660,1975924
8621,1,993381,1330497
8622,19,1310473,2325547
8623,4,420547,4448964
8624,4,2851924,2228526
8625,9,2354932,862744
8626,39,474839,5284251
8627,23,3116971,2049144
8628,1,3860117,3810520
8629,18,1315184,1768280
8630,29,3168273,318379
8631,23,3506459,2257608
8632,34,1333083,973783
8633,10,4350691,2218577
8634,45,1984096,373348
8635,14,936678,2071797
8636,10,4134264,3265193
8637,7,645277,4262698
8638,22,507243,325850
8639,37,380310,450113
8640,47,1513146,1176963
8641,37,2407358,933413
8642,6,2414089,3057199
8643,8,2206226,455455
8644,21,1421285,2347716
8645,21,1079569,5233318
8646,26,611870,4733672
8647,26,1908933,3095419
8648,19,1422487,3276161
8649,25,273598,2055831
8650,34,3014716,1078992
8651,22,1320649,2154086
8652,22,2376606,2794474
8653,2,3886049,1763985
8654,31,272078,3611737
8655,49,4236520,4019071
8656,46,3707713,4614268
8657,17,3300328,5051519
8658,37,1743498,2959025
8659,12,1717683,3098191
8660,10,1157955,3689912
8661,24,3587409,4780705
8662,44,3819576,2648428
8663,38,1684778,2869387
8664,36,451534,2535763
8665,17,2654239,2225017
8666,17,3682172,15234
8667,32,2885426,2447218
8668,18,1064068,2180867
8669,15,3805199,3381492
8670,11,4288097,285773
8671,36,2077013,4809508
8672,36,849821,5266991
8673,10,2723440,387164
8674,37,1326901,2501419
8675,48,3427218,3355286
8676,4,2885411,507096
8677,33,2342777,3518085
8678,35,1821761,43983
8679,22,288433,4068325
8680,24,3541363,2824965
8681,36,330336,3076360
8682,48,2575382,2742357
8683,34,3674392,5235351
8684,3,172243,2822420
8685,29,3555900,4762205
8686,3,1574611,3666877
8687,40,2695248,4802655
8688,14,2949873,151847
8689,1,2483320,1700083
8690,4,1258596,462929
8691,43,1627325,728933
8692,43,2277578,2002118
8693,24,4050885,3089716
8694,34,1656933,1080726
8695,25,2523473,3471409
8696,20,3136527,4700421
8697,12,2284299,2329805
8698,33,3661355,3155503
8699,41,428432,2525654
8700,24,1456775,1712626
8701,3,4349268,3262347
8702,11,2046545,4374045
8703,12,3002499,3053107
8704,48,1067821,1614090
8705,24,4057984,1438796
8706,33,3625869,1335395
8707,18,4021780,4071426
8708,14,3245932,2915091
8709,1,1663519,704726
8710,26,1998074,5343986
8711,21,2807240,578325
8712,20,2557513,2374154
8713,17,3750712,1019614
8714,44,3634905,2337402
8715,32,701157,4641676
8716,32,2217713,3389268
8717,42,4115432,3951209
8718,23,312785,4688376
8719,2,2454087,5307316
8720,8,2694960,1862570
8721,3,2691097,2848706
8722,20,3856788,4620346
8723,2,309733,2582457
8724,45,2976227,1257039
8725,30,3427057,3664933
8726,14,3949690,21734
8727,8,4114774,4956262
8728,14,1825978,419362
8729,16,353085,4777456
8730,23,1611199,1919145
8731,29,1076000,2643255
8732,46,581033,3229592
8733,45,3839572,2860790
8734,7,1685164,4612883
8735,20,480514,5037178
8736,28,1368185,1765601
8737,14,3135103,5061661
8738,36,1450097,3185144
8739,19,2579445,2731129
8740,12,2552283,23094
8741,22,3920893,139251
8742,9,171658,1112110
8743,14,1403343,4440261
8744,18,4133622,926812
8745,12,381516,4900357
8746,43,735967,3135988
8747,17,3760177,4416684
8748,21,1826836,1945824
8749,14,3428416,5244070
8750,1,4213517,1287964
8751,33,2421188,3313455
8752,26,443901,767832
8753,34,4109470,3289387
8754,26,1180891,1996210
8755,25,1766877,3123806
8756,31,2414986,1482838
8757,36,750894,3596317
8758,2,1242398,165733
8759,35,1125090,4976344
8760,16,2327631,4141361
8761,44,3570783,2019542
8762,7,2071070,1908289
8763,12,3014132,2279936
8764,41,32191,1208327
8765,35,3803408,81026
8766,20,470328,3481032
8767,19,4152527,2715478
8768,28,1900528,23157
8769,37,995991,4512501
8770,39,3829981,1362876
8771,11,2609697,2752745
8772,11,1882286,4623655
8773,24,2608369,1311682
8774,1,3298136,4696735
8775,27,3552747,5258783
8776,22,345469,3164875
8777,10,277291,5318679
8778,27,2481920,3318057
8779,36,2713125,3177953
8780,43,2645309,918085
8781,46,4241088,4647431
8782,19,1315840,364746
8783,46,4026952,3467202
8784,30,1030909,3993818
8785,11,108811,2903190
8786,45,426318,1526487
8787,47,2849592,5114982
8788,2,4221091,5171602
8789,49,1429956,1280011
8790,39,3498464,1438228
8791,39,3257440,3157130
8792,41,2015473,5010083
8793,1,3910377,2928175
8794,5,3789662,3673330
8795,32,3190350,882634
8796,5,712347,4925338
8797,36,1256031,3702115
8798,48,270290,3381490
8799,42,1931647,2233866
8800,46,173156,3163062
8801,2,4086513,3697437
8802,29,1899946,2902042
8803,6,2867317,3458294
8804,38,360987,421219
8805,21,1453023,221660
8806,6,938982,1176785
8807,35,2906002,3750475
8808,33,1690052,2429259
8809,22,3236585,3289319
8810,14,644142,4731153
8811,35,2542003,5214008
8812,49,2032942,76008
8813,29,2204891,1163200
8814,13,3976578,1946886
8815,2,3588148,1103450
8816,36,3283901,3600012
8817,38,2336199,5258215
8818,40,401569,5300523
8819,14,950764,829922
8820,44,4173940,4145649
8821,22,2486117,5247070
8822,12,2608058,217881
8823,39,1809027,4597824
8824,7,2807371,4656411
8825,45,3884371,345603
8826,14,3044610,4927761
8827,2,791216,2923649
8828,38,3792411,3703187
8829,9,4297383,1177314
8830,47,3582343,500169
8831,44,187975,4313214
8832,30,418699,1418635
8833,16,41961,4099952
8834,18,3665709,3104939
8835,24,3264261,4861787
8836,24,3116387,2273675
8837,49,1785921,1206818
8838,45,2920689,1065115
8839,30,3917349,199886
8840,34,2223053,1180291
8841,42,2549988,533819
8842,32,1252037,2816911
8843,50,3347514,670577
8844,12,1074713,1061477
8845,7,740597,1888837
8846,8,1134614,2640963
8847,48,1946016,1908816
8848,31,240811,2932591
8849,31,3723924,5335529
8850,1,3695804,262181
8851,27,1586818,3409769
8852,13,469912,4365858
8853,20,4269201,4335242
8854,9,1654923,3630374
8855,42,3232512,249429
8856,32,2418651,1778068
8857,32,1352163,1251863
8858,48,2450925,1378343
8859,35,1606286,1750281
8860,26,1527744,463790
8861,25,3087223,4187012
8862,10,3150535,3281570
8863,2,1871827,2564004
8864,50,831686,3136728
8865,45,978127,3630947
8866,12,1483799,2045421
8867,46,3654951,4340739
8868,11,2056198,2148265
8869,45,668059,2568981
8870,3,3498752,2944686
8871,44,3134920,5343655
8872,22,2900708,747965
8873,29,2321569,4661376
8874,26,2053406,4100820
8875,22,4258717,3252810
8876,3,1484507,4036706
8877,36,1397196,2846091
8878,39,1504831,4445377
8879,9,3952773,2049900
8880,27,2274511,1892688
8881,36,475502,32362
8882,25,3663055,4196482
8883,10,1650360,3306135
8884,14,2789357,2064711
8885,45,382948,1994799
8886,41,1339496,181123
8887,22,836225,5223140
8888,28,799106,1396459
8889,7,1225934,432496
8890,48,1725970,1875501
8891,26,3432468,5266377
8892,25,2858341,5303750
8893,33,292023,5425584
8894,14,2319024,4166384
8895,11,2510986,3567546
8896,26,3837709,1798155
8897,39,3722544,1472685
8898,14,1021934,4910817
8899,45,2772366,2877400
8900,23,328554,1997450
8901,44,1665922,185546
8902,43,1446010,2779211
8903,47,3625777,1890950
8904,28,221914,4929261
8905,20,247960,4384930
8906,16,4218598,3232873
8907,7,3777220,3571778
8908,33,3646952,891139
8909,8,2889556,5231420
8910,33,2617834,4677421
8911,21,161819,1416736
8912,18,3147431,4293719
8913,45,3467087,73596
8914,49,1081538,2215036
8915,41,4103400,1889152
8916,45,3785665,360693
8917,44,3347929,503855
8918,34,2560790,4802905
8919,15,2126243,5146837
8920,50,2163666,1718021
8921,41,3556045,1720175
8922,39,1114869,5226551
8923,9,2315877,4036928
8924,45,2840354,2534689
8925,15,1727738,2581638
8926,50,3478092,4764566
8927,16,533813,1965991
8928,8,63651,5127782
8929,29,339703,1817523
8930,12,1979700,364421
8931,3,3640221,3509610
8932,39,1235507,21866
8933,47,2303059,840658
8934,14,3713244,494025
8935,11,2107709,435874
8936,1,2094120,3463923
8937,24,890143,1591493
8938,37,1811699,4238191
8939,27,975180,4021208
8940,37,650580,812245
8941,18,1410803,1080643
8942,12,1910833,629777
8943,31,891321,4386010
8944,12,3321559,806861
8945,25,2114725,386362
8946,43,3952652,3819531
8947,36,1639676,5351609
8948,6,1425691,1359677
8949,7,2200209,1111369
8950,20,3960363,1666121
8951,33,1205783,3684875
8952,44,3700207,4016788
8953,41,1874759,4259404
8954,15,1500136,5093403
8955,10,17308,2587093
8956,9,1071586,4789302
8957,26,3863487,2415524
8958,27,1239428,4963742
8959,23,3202166,2441476
8960,17,2329230,2318514
8961,44,4042327,4278848
8962,44,806845,3398642
8963,43,920443,3899068
8964,2,143874,2575335
8965,21,3190453,1525283
8966,50,2105322,1364915
8967,1,1861961,4053923
8968,40,2457263,722590
8969,29,1047290,4224005
8970,19,434405,4247362
8971,15,579015,388531
8972,16,1012778,1483746
8973,25,3017629,1935955
8974,1,2865563,4238586
8975,5,3151030,714689
8976,12,1211565,3405419
8977,19,1005692,5104437
8978,25,2241649,491345
8979,38,1856141,3708887
8980,32,2028423,659699
8981,48,3861651,4589608
8982,19,3714839,3597965
8983,47,1845998,1084434
8984,9,2825507,1385821
8985,16,320009,2310398
8986,43,1677540,2538253
8987,8,3966657,3546119
8988,42,1790842,2397616
8989,34,2079846,1253066
8990,46,3839695,2319085
8991,6,3612993,783709
8992,12,3963298,3332775
8993,7,1922035,3498075
8994,14,1352862,1957036
8995,19,2641480,684223
8996,47,2106772,1194411
8997,36,2772812,2950473
8998,5,1471952,5172528
8999,16,2638124,5151070
9000,11,2008578,5401076
9001,42,3497338,3864551
9002,29,3934561,4518953
9003,26,1671803,2711967
9004,30,2344596,3870466
9005,42,17395,153028
9006,5,3454575,4035247
9007,42,231519,584939
9008,33,2616874,754052
9009,17,3855536,593961
9010,27,3074787,5208467
9011,29,1045231,166128
9012,25,3214812,529017
9013,22,3409371,3712195
9014,6,2817957,2080755
9015,38,1829570,2069894
9016,39,86495,1924524
9017,32,1730278,530384
9018,34,3780632,1340790
9019,44,4283697,5352384
9020,45,3914507,538146
9021,9,3841139,221273
9022,43,3786298,1733983
9023,11,2266646,16526
9024,41,2945497,3886083
9025,6,2977406,631033
9026,34,1995777,43308
9027,15,758850,194670
9028,5,1640691,3666511
9029,16,2903535,1239823
9030,16,1958761,1575528
9031,20,2203110,4409265
9032,16,1577090,3023917
9033,43,3287180,2813400
9034,37,3759868,1758247
9035,10,3378662,1655552
9036,43,2022472,1411925
9037,28,2220759,895485
9038,5,1213855,2114366
9039,43,219533,758093
9040,33,1157921,4480166
9041,14,3559182,4570116
9042,8,4265101,778086
9043,33,42581,4737930
9044,45,3065465,4727563
9045,36,3756352,1427692
9046,38,3231212,2356076
9047,3,2006628,3935652
9048,38,2247466,460034
9049,21,2783281,2444605
9050,24,2932697,4017422
9051,49,1598435,1694998
9052,43,3370373,2983556
9053,37,1123851,4723897
9054,41,185115,1849089
9055,6,2720256,1344341
9056,13,3684430,187870
9057,10,2349262,2874896
9058,10,1752800,860420
9059,23,1364835,5225494
9060,39,170003,2902507
9061,37,1941923,3728735
9062,9,502985,2625275
9063,45,1326595,2721413
9064,44,941265,1060151
9065,12,1436407,1408428
9066,2,1843572,3005116
9067,22,487100,995653
9068,1,3225340,4477984
9069,23,2564368,2004292
9070,18,54630,2957292
9071,6,52909,325542
9072,37,2467289,3028969
9073,38,1830668,1863629
9074,37,796452,2715306
9075,32,1410437,1222859
9076,33,1859269,862556
