Cust_ID,Location_Type,Investment_risk_tol,Avg_mon_expense,Investment_needs,BAnking_Needs,Pref_channel,Lifestyle,Net_Worth,Persona,Biz_Type,Biz_Size,Biz_Age,Turnover,Credit_Score
9460,Metro,High,131434.875,Long-term growth,Car Loans,Internet Banking,Minimalist,118825765,NRIs (Non-Resident Indians),Real Estate,7.0,17.0,1816191.0,763
9461,Coastal,Low,18753.6175,Retirement planning,Education Loans,ATM,Minimalist,400029702,High Net Worth Individuals (HNIs),Food and Beverage,20.0,19.0,61107148.0,737
9462,Tier 3 city,Medium,32345.0625,Short-term gains,Current Account,ATM,Minimalist,348845648,High Net Worth Individuals (HNIs),Fashion,25.0,6.0,119291318.0,563
9463,Rural,Medium,187955.821666667,Long-term growth,Car Loans,Relationship Manager,Luxury,339819031,Students,Government,,,,620
9464,Semi-urban,Medium,28914.925,Short-term gains,Car Loans,Relationship Manager,Semi-Luxury,152938542,NRIs (Non-Resident Indians),Hospitality,10.0,16.0,166491453.0,348
9465,Tier 2 city,Medium,8655.2275,Retirement planning,Credit Card,ATM,Semi-Luxury,236146629,Students,Non-Profit,,,,397
9466,Suburban,Low,219803.033333333,Short-term gains,Education Loans,Relationship Manager,Budget,283372521,NRIs (Non-Resident Indians),Construction,25.0,20.0,157535534.0,779
9467,Urban,High,20883.25,Wealth accumulation,Savings Account,Relationship Manager,Middle-class,140435995,Rural Customers,Real Estate,11.0,17.0,21374290.0,327
9468,Coastal,Low,34575.81,Capital preservation,Credit Card,Phone Banking,Budget,476559249,Housewives,Retail,,,,599
9469,Metro,Low,102530.083333333,Capital preservation,Insurance,ATM,Budget,314299494,Self-Employed Professionals,Beauty and Wellness,14.0,19.0,26757335.0,300
9470,Rural,High,56695.3375,Stable returns,Insurance,Relationship Manager,Minimalist,454631912,Students,Fashion,,,,428
9471,Metro,Medium,38189.6833333333,Stable returns,Fixed Deposits,Phone Banking,Frugal,181516489,NRIs (Non-Resident Indians),Education,14.0,21.0,39471867.0,580
9472,Coastal,High,142947.5775,Capital preservation,Current Account,ATM,Budget,418934207,Senior Citizens,Other,,,,755
9473,Metro,High,238813.7675,Wealth accumulation,Education Loans,Relationship Manager,Middle-class,377482984,Self-Employed Professionals,Telecommunications,17.0,17.0,181636913.0,548
9474,Semi-urban,High,5305.37333333333,Long-term growth,Home Loans,Mobile Banking,Minimalist,152889678,Senior Citizens,Hospitality,,,,840
9475,Rural,Medium,0.0,Stable returns,Insurance,Mobile Banking,Semi-Luxury,243072980,NRIs (Non-Resident Indians),Manufacturing,16.0,10.0,20005887.0,583
9476,Urban,Low,200923.570833333,Retirement planning,Fixed Deposits,Branch,Frugal,236305789,NRIs (Non-Resident Indians),Consulting,8.0,2.0,117292199.0,847
9477,Hill station,High,242853.3925,Retirement planning,Recurring Deposits,Internet Banking,Minimalist,99130016,Housewives,Non-Profit,,,,609
9478,Semi-urban,High,29112.3625,Stable returns,Current Account,Branch,Budget,375759705,High Net Worth Individuals (HNIs),Government,14.0,2.0,148822993.0,313
9479,Suburban,Low,54507.465,Capital preservation,Home Loans,ATM,Semi-Luxury,321702278,Small Business Owners,Hospitality,1.0,11.0,185399200.0,740
9480,Urban,Medium,179743.08,Stable returns,Education Loans,Internet Banking,Budget,27937371,Salaried Employees,Manufacturing,,,,521
9481,Rural,Medium,38800.925,Short-term gains,Recurring Deposits,ATM,Semi-Luxury,422157431,Rural Customers,Real Estate,24.0,22.0,154276919.0,785
9482,Hill station,Low,131280.975,Short-term gains,Insurance,Mobile Banking,Budget,1000369,Self-Employed Professionals,Beauty and Wellness,16.0,2.0,17861710.0,515
9483,Metro,Medium,147189.485,Tax savings,Credit Card,Relationship Manager,Semi-Luxury,454658077,Salaried Employees,Fashion,,,,365
9484,Rural,Low,16087.4758333333,Capital preservation,Car Loans,Mobile Banking,Minimalist,302406697,Rural Customers,Non-Profit,2.0,17.0,122051925.0,658
9485,Hill station,High,13498.7866666667,Tax savings,Education Loans,Mobile Banking,Middle-class,5240183,Senior Citizens,Government,,,,656
9486,Tier 3 city,Medium,91539.04,Long-term growth,Car Loans,Branch,Minimalist,225226303,Housewives,Automotive,,,,681
9487,Suburban,High,170965.76,Retirement planning,Credit Card,ATM,Frugal,397262718,Senior Citizens,Retail,,,,811
9488,Urban,High,0.0,Stable returns,Current Account,Phone Banking,Budget,428336403,Small Business Owners,E-commerce,17.0,8.0,149876501.0,531
9489,Tier 2 city,Low,6086.775,Wealth accumulation,Education Loans,ATM,Minimalist,475340729,Students,Other,,,,774
9490,Tier 1 city,High,112021.3875,Retirement planning,Personal Loans,Internet Banking,Budget,78229059,Self-Employed Professionals,,17.0,4.0,61916898.0,322
9491,Tier 3 city,Medium,189013.195,Stable returns,Fixed Deposits,Internet Banking,Frugal,110444695,Salaried Employees,Manufacturing,,,,878
9492,Coastal,High,13251.28,Wealth accumulation,Recurring Deposits,Internet Banking,Luxury,355471094,Rural Customers,Fashion,12.0,2.0,138331629.0,886
9493,Tier 3 city,High,273398.635,Stable returns,Recurring Deposits,Branch,Middle-class,282912067,Salaried Employees,Media and Entertainment,,,,311
9494,Semi-urban,High,84452.9866666667,Short-term gains,Current Account,ATM,Semi-Luxury,248813005,Housewives,Consulting,,,,487
9495,Tier 3 city,High,18119.5816666667,Stable returns,Car Loans,Phone Banking,Frugal,3604501,Small Business Owners,IT Services,25.0,23.0,55348180.0,819
9496,Tier 1 city,High,14786.1633333333,Stable returns,Education Loans,Relationship Manager,Budget,464848369,Rural Customers,Telecommunications,21.0,23.0,103230184.0,793
9497,Urban,Medium,156677.64,Wealth accumulation,Credit Card,Branch,Frugal,457057932,Housewives,Media and Entertainment,,,,863
9498,Tier 3 city,High,32371.1025,Wealth accumulation,Car Loans,Mobile Banking,Semi-Luxury,147459693,Young Professionals,Real Estate,,,,889
9499,Coastal,High,8762.4075,Tax savings,Home Loans,ATM,Middle-class,237024559,Rural Customers,Telecommunications,24.0,13.0,19302747.0,477
9500,Rural,High,68412.6375,Short-term gains,Education Loans,ATM,Luxury,431802066,Young Professionals,Automotive,,,,468
9501,Tier 1 city,Medium,126878.5225,Tax savings,Credit Card,Branch,Middle-class,325415884,NRIs (Non-Resident Indians),Non-Profit,12.0,7.0,94744606.0,382
9502,Coastal,Low,10179.07,Capital preservation,Credit Card,Mobile Banking,Frugal,240196473,Young Professionals,Consulting,,,,801
9503,Hill station,Medium,114066.645,Stable returns,Home Loans,ATM,Middle-class,227205255,Housewives,Other,,,,695
9504,Urban,High,22768.1125,Capital preservation,Car Loans,Relationship Manager,Semi-Luxury,226485732,Small Business Owners,Healthcare,24.0,0.0,49895346.0,803
9505,Tier 2 city,Medium,33355.5975,Short-term gains,Fixed Deposits,Internet Banking,Frugal,20972068,Small Business Owners,Government,11.0,8.0,117742446.0,414
9506,Tier 2 city,High,49286.4866666667,Short-term gains,Home Loans,Relationship Manager,Luxury,470796063,Salaried Employees,Transportation,,,,632
9507,Coastal,Medium,224119.366666667,Wealth accumulation,Savings Account,Branch,Middle-class,443521263,NRIs (Non-Resident Indians),Art and Design,24.0,14.0,51502658.0,458
9508,Tier 3 city,High,43578.77,Stable returns,Insurance,Phone Banking,Luxury,357727744,Small Business Owners,Energy,25.0,23.0,68596961.0,831
9509,Tier 3 city,Low,353192.693333333,Tax savings,Insurance,Phone Banking,Budget,121661630,Students,Energy,,,,620
9510,Tier 3 city,Medium,54417.58,Long-term growth,Savings Account,Relationship Manager,Semi-Luxury,100009977,High Net Worth Individuals (HNIs),Art and Design,10.0,24.0,114256085.0,409
9511,Suburban,Medium,16879.45,Short-term gains,Insurance,Phone Banking,Frugal,95672304,High Net Worth Individuals (HNIs),Government,15.0,24.0,2032521.0,328
9512,Rural,Medium,85005.775,Capital preservation,Current Account,Internet Banking,Middle-class,464727428,Small Business Owners,IT Services,2.0,20.0,164455757.0,663
9513,Rural,Medium,10104.7558333333,Tax savings,Recurring Deposits,Phone Banking,Frugal,348975261,NRIs (Non-Resident Indians),Other,9.0,17.0,34225103.0,554
9514,Tier 2 city,High,76321.565,Stable returns,Personal Loans,ATM,Semi-Luxury,378720805,Salaried Employees,Sports and Fitness,,,,640
9515,Tier 1 city,Medium,27145.7033333333,Short-term gains,Credit Card,Phone Banking,Frugal,85068519,Self-Employed Professionals,Agriculture,21.0,15.0,111814581.0,507
9516,Urban,Low,13982.9,Wealth accumulation,Credit Card,ATM,Frugal,406437079,NRIs (Non-Resident Indians),,24.0,21.0,143781673.0,896
9517,Suburban,Medium,14487.9133333333,Retirement planning,Home Loans,ATM,Semi-Luxury,180231373,NRIs (Non-Resident Indians),Food and Beverage,7.0,23.0,195719611.0,337
9518,Rural,Medium,32020.5625,Tax savings,Home Loans,Internet Banking,Minimalist,239598842,Salaried Employees,Real Estate,,,,792
9519,Coastal,High,5553.50166666667,Wealth accumulation,Current Account,Branch,Semi-Luxury,84122672,Housewives,Healthcare,,,,329
9520,Tier 2 city,Medium,38076.6133333333,Tax savings,Education Loans,Internet Banking,Budget,229280627,Salaried Employees,Energy,,,,637
9521,Suburban,High,197083.986666667,Long-term growth,Fixed Deposits,Internet Banking,Budget,249866865,Salaried Employees,Agriculture,,,,884
9522,Coastal,Low,67617.74,Tax savings,Personal Loans,Relationship Manager,Semi-Luxury,148891206,Students,Art and Design,,,,817
9523,Suburban,High,263577.816666667,Wealth accumulation,Fixed Deposits,Phone Banking,Minimalist,475654978,Students,Construction,,,,590
9524,Tier 2 city,High,166819.058333333,Stable returns,Recurring Deposits,Internet Banking,Minimalist,390006461,Rural Customers,Non-Profit,11.0,9.0,63851212.0,549
9525,Metro,Medium,27407.0683333333,Wealth accumulation,Home Loans,Relationship Manager,Luxury,439531567,Self-Employed Professionals,Beauty and Wellness,9.0,4.0,57287808.0,685
9526,Coastal,High,276615.474166667,Wealth accumulation,Insurance,Mobile Banking,Minimalist,463297603,Rural Customers,Sports and Fitness,2.0,1.0,56344056.0,705
9527,Semi-urban,Medium,8146.16666666667,Short-term gains,Savings Account,Relationship Manager,Minimalist,56376456,Small Business Owners,Agriculture,12.0,0.0,111548610.0,325
9528,Tier 3 city,Medium,19208.3625,Long-term growth,Fixed Deposits,Mobile Banking,Semi-Luxury,95164126,Small Business Owners,Healthcare,2.0,15.0,173846815.0,340
9529,Suburban,High,61739.3566666667,Tax savings,Education Loans,Branch,Middle-class,426645647,Salaried Employees,Non-Profit,,,,810
9530,Metro,Low,271597.416666667,Retirement planning,Car Loans,Branch,Frugal,302386096,Students,E-commerce,,,,718
9531,Tier 3 city,High,56004.0666666667,Retirement planning,Insurance,Branch,Budget,195380612,Rural Customers,Other,14.0,17.0,17527405.0,429
9532,Rural,High,22738.3341666667,Long-term growth,Fixed Deposits,Phone Banking,Luxury,487564344,Senior Citizens,Retail,,,,746
9533,Tier 2 city,High,107242.4125,Short-term gains,Home Loans,ATM,Luxury,128450364,NRIs (Non-Resident Indians),Healthcare,8.0,24.0,87072615.0,423
9534,Tier 1 city,Medium,54346.32,Capital preservation,Current Account,ATM,Luxury,276239432,Self-Employed Professionals,Beauty and Wellness,15.0,6.0,185104037.0,449
9535,Rural,Medium,273909.65,Wealth accumulation,Car Loans,Internet Banking,Middle-class,98579011,Housewives,IT Services,,,,787
9536,Coastal,Low,349121.36,Stable returns,Car Loans,Mobile Banking,Minimalist,298883841,Small Business Owners,Hospitality,1.0,10.0,71416131.0,451
9537,Rural,High,11089.55,Long-term growth,Education Loans,Phone Banking,Semi-Luxury,306709558,Senior Citizens,Sports and Fitness,,,,615
9538,Semi-urban,Medium,79760.72,Capital preservation,Home Loans,Branch,Luxury,219146142,Housewives,Fashion,,,,320
9539,Urban,Medium,2799.32333333333,Capital preservation,Credit Card,ATM,Minimalist,17565965,Students,Finance,,,,432
9540,Tier 3 city,High,28141.55,Retirement planning,Car Loans,Relationship Manager,Frugal,352562560,Salaried Employees,Other,,,,777
9541,Tier 1 city,High,36855.6333333333,Long-term growth,Car Loans,Relationship Manager,Frugal,64916475,Young Professionals,Non-Profit,,,,321
9542,Coastal,Low,207114.423333333,Stable returns,Personal Loans,Relationship Manager,Middle-class,83846395,Rural Customers,Manufacturing,3.0,15.0,142752906.0,398
9543,Hill station,Medium,67485.7666666667,Retirement planning,Recurring Deposits,ATM,Budget,140669712,Small Business Owners,,15.0,12.0,184906175.0,743
9544,Tier 3 city,High,136571.033333333,Tax savings,Home Loans,Branch,Budget,313828794,Salaried Employees,Food and Beverage,,,,325
9545,Urban,Medium,11356.2583333333,Wealth accumulation,Education Loans,ATM,Semi-Luxury,159015108,Housewives,Fashion,,,,345
9546,Tier 1 city,Medium,173581.791666667,Short-term gains,Recurring Deposits,Mobile Banking,Minimalist,50267865,NRIs (Non-Resident Indians),Real Estate,18.0,23.0,4721247.0,729
9547,Semi-urban,Low,25834.4,Capital preservation,Recurring Deposits,Mobile Banking,Middle-class,416763036,Young Professionals,Beauty and Wellness,,,,389
9548,Tier 2 city,Low,13805.6683333333,Wealth accumulation,Savings Account,Mobile Banking,Budget,118457081,Self-Employed Professionals,IT Services,19.0,10.0,109905561.0,444
9549,Semi-urban,High,3703.53666666667,Capital preservation,Car Loans,ATM,Luxury,211235984,Senior Citizens,Food and Beverage,,,,380
9550,Hill station,Medium,4949.36,Wealth accumulation,Personal Loans,Mobile Banking,Semi-Luxury,499516314,Small Business Owners,Energy,8.0,22.0,147936302.0,365
9551,Urban,High,259040.2525,Long-term growth,Education Loans,Mobile Banking,Minimalist,457718378,Small Business Owners,Other,19.0,19.0,188379181.0,363
9552,Hill station,Medium,313834.281666667,Tax savings,Insurance,Relationship Manager,Luxury,226040270,Housewives,Healthcare,,,,632
9553,Tier 1 city,Medium,1183.90666666667,Tax savings,Savings Account,Branch,Budget,94434651,NRIs (Non-Resident Indians),Finance,14.0,2.0,176160305.0,328
9554,Rural,Medium,173637.225,Retirement planning,Personal Loans,Branch,Middle-class,495283577,Senior Citizens,Transportation,,,,797
9555,Rural,Medium,117739.705,Short-term gains,Education Loans,ATM,Luxury,321422757,Self-Employed Professionals,Telecommunications,12.0,12.0,170298814.0,791
9556,Tier 2 city,Medium,32114.8591666667,Long-term growth,Current Account,Relationship Manager,Semi-Luxury,67775078,Housewives,E-commerce,,,,644
9557,Tier 1 city,High,299344.825,Stable returns,Fixed Deposits,Mobile Banking,Luxury,393843701,High Net Worth Individuals (HNIs),Finance,18.0,8.0,101584356.0,443
9558,Semi-urban,Medium,7417.1425,Wealth accumulation,Insurance,Internet Banking,Luxury,21698831,Salaried Employees,Non-Profit,,,,486
9559,Tier 2 city,High,9.295,Long-term growth,Credit Card,ATM,Semi-Luxury,443476205,Housewives,IT Services,,,,549
9560,Urban,Medium,73219.2933333333,Short-term gains,Current Account,Branch,Semi-Luxury,40583426,Young Professionals,Other,,,,731
9561,Rural,Low,205472.4,Capital preservation,Personal Loans,Relationship Manager,Minimalist,214238265,High Net Worth Individuals (HNIs),Fashion,18.0,16.0,42060441.0,433
9562,Semi-urban,Low,1298.40833333333,Wealth accumulation,Recurring Deposits,ATM,Luxury,162749969,Housewives,Government,,,,300
9563,Urban,Medium,69936.42,Short-term gains,Personal Loans,ATM,Luxury,232088898,Self-Employed Professionals,E-commerce,9.0,20.0,194547974.0,831
9564,Metro,Low,71584.325,Capital preservation,Current Account,ATM,Frugal,129783995,Rural Customers,Sports and Fitness,13.0,23.0,134786517.0,833
9565,Hill station,Low,125168.9,Tax savings,Fixed Deposits,Mobile Banking,Semi-Luxury,426851919,Self-Employed Professionals,E-commerce,6.0,15.0,121909226.0,706
9566,Semi-urban,High,73982.7016666667,Long-term growth,Current Account,Relationship Manager,Luxury,420650867,NRIs (Non-Resident Indians),Non-Profit,19.0,20.0,194575455.0,685
9567,Rural,High,198883.786666667,Wealth accumulation,Fixed Deposits,Mobile Banking,Luxury,220274651,Students,Telecommunications,,,,599
9568,Coastal,Low,16766.75,Capital preservation,Car Loans,ATM,Budget,53049076,NRIs (Non-Resident Indians),E-commerce,19.0,16.0,60172931.0,682
9569,Tier 2 city,Low,124799.0975,Tax savings,Fixed Deposits,Internet Banking,Frugal,451538797,Senior Citizens,Healthcare,,,,627
9570,Rural,Low,207895.149166667,Capital preservation,Education Loans,Relationship Manager,Budget,429537872,Young Professionals,Media and Entertainment,,,,438
9571,Suburban,Low,56549.925,Tax savings,Personal Loans,Internet Banking,Semi-Luxury,343707301,Housewives,Finance,,,,843
9572,Semi-urban,Medium,310523.9775,Wealth accumulation,Current Account,ATM,Middle-class,427020513,High Net Worth Individuals (HNIs),Automotive,3.0,24.0,112724766.0,878
9573,Semi-urban,High,9488.52083333333,Retirement planning,Home Loans,Phone Banking,Minimalist,449444367,Rural Customers,Manufacturing,0.0,11.0,7667515.0,459
9574,Urban,High,4732.425,Long-term growth,Car Loans,Internet Banking,Budget,164802789,Students,Construction,,,,642
9575,Tier 2 city,Medium,58363.2025,Long-term growth,Education Loans,ATM,Budget,101740212,Students,Energy,,,,845
9576,Semi-urban,Low,83402.2266666667,Stable returns,Insurance,Branch,Luxury,398677701,High Net Worth Individuals (HNIs),Construction,6.0,23.0,10341227.0,384
9577,Coastal,High,157161.15,Tax savings,Current Account,ATM,Middle-class,252739562,Young Professionals,Sports and Fitness,,,,658
9578,Tier 2 city,Low,181758.416666667,Wealth accumulation,Education Loans,ATM,Luxury,372417305,Senior Citizens,Non-Profit,,,,815
9579,Tier 2 city,Medium,2820.00416666667,Retirement planning,Savings Account,Internet Banking,Budget,339204234,Self-Employed Professionals,Consulting,2.0,20.0,158937159.0,482
9580,Hill station,Medium,7019.35416666667,Tax savings,Personal Loans,Relationship Manager,Frugal,203027995,Senior Citizens,Non-Profit,,,,724
9581,Hill station,High,119021.54,Tax savings,Savings Account,Phone Banking,Frugal,209065672,High Net Worth Individuals (HNIs),Real Estate,1.0,4.0,103098790.0,800
9582,Metro,High,84055.4325,Short-term gains,Recurring Deposits,Phone Banking,Luxury,301858097,Students,Real Estate,,,,626
9583,Tier 1 city,Medium,316223.655,Short-term gains,Home Loans,Relationship Manager,Middle-class,153728734,Rural Customers,Healthcare,19.0,2.0,47776824.0,867
9584,Tier 1 city,High,136432.216666667,Long-term growth,Insurance,Phone Banking,Luxury,45514020,Housewives,Non-Profit,,,,321
9585,Tier 2 city,Low,116418.8625,Capital preservation,Current Account,Phone Banking,Budget,347736248,Self-Employed Professionals,Construction,17.0,11.0,162680874.0,365
9586,Suburban,Medium,22750.1925,Capital preservation,Home Loans,ATM,Middle-class,481913393,High Net Worth Individuals (HNIs),E-commerce,24.0,14.0,176398658.0,752
9587,Metro,High,1144.67833333333,Long-term growth,Recurring Deposits,Internet Banking,Semi-Luxury,440775827,High Net Worth Individuals (HNIs),Hospitality,7.0,1.0,148131933.0,688
9588,Urban,Low,141622.725,Short-term gains,Current Account,Relationship Manager,Minimalist,51084668,Young Professionals,Construction,,,,634
9589,Metro,Medium,342069.083333333,Short-term gains,Personal Loans,Branch,Budget,445062020,NRIs (Non-Resident Indians),Manufacturing,6.0,3.0,4400016.0,414
9590,Tier 3 city,Low,210558.916666667,Capital preservation,Current Account,Branch,Budget,492974679,Young Professionals,Transportation,,,,308
9591,Semi-urban,High,192962.75,Capital preservation,Savings Account,Branch,Frugal,245000922,Students,,,,,587
9592,Metro,Medium,274287.975,Wealth accumulation,Fixed Deposits,Branch,Budget,262449891,Students,Other,,,,649
9593,Rural,Low,6178.56666666667,Wealth accumulation,Savings Account,Branch,Semi-Luxury,62500502,Housewives,Retail,,,,715
9594,Suburban,Low,83872.0225,Long-term growth,Insurance,Internet Banking,Middle-class,479688080,NRIs (Non-Resident Indians),Education,14.0,5.0,85895210.0,649
9595,Tier 3 city,High,138670.01,Capital preservation,Credit Card,Mobile Banking,Frugal,39312038,High Net Worth Individuals (HNIs),IT Services,20.0,22.0,86423880.0,545
9596,Suburban,Medium,113062.868333333,Capital preservation,Personal Loans,ATM,Semi-Luxury,145890521,NRIs (Non-Resident Indians),Other,23.0,23.0,46528502.0,809
9597,Tier 2 city,High,150209.3775,Retirement planning,Fixed Deposits,Phone Banking,Frugal,227420419,Students,Sports and Fitness,,,,447
9598,Rural,Low,19698.5475,Tax savings,Home Loans,Relationship Manager,Semi-Luxury,211072089,Housewives,Manufacturing,,,,474
9599,Tier 2 city,High,167023.545,Wealth accumulation,Education Loans,Mobile Banking,Luxury,100156218,Housewives,Healthcare,,,,796
9600,Hill station,Medium,42058.2125,Capital preservation,Home Loans,Phone Banking,Semi-Luxury,192533466,Self-Employed Professionals,Beauty and Wellness,11.0,5.0,115542496.0,457
9601,Coastal,Low,13843.1566666667,Wealth accumulation,Savings Account,Branch,Luxury,360165237,Rural Customers,Hospitality,25.0,1.0,192555026.0,879
9602,Metro,Medium,242629.533333333,Capital preservation,Insurance,Phone Banking,Semi-Luxury,237137535,NRIs (Non-Resident Indians),Non-Profit,9.0,22.0,149720508.0,501
9603,Tier 3 city,High,67814.635,Long-term growth,Personal Loans,Phone Banking,Budget,352361714,Students,Manufacturing,,,,480
9604,Coastal,Medium,72482.64,Short-term gains,Current Account,Relationship Manager,Middle-class,306301541,Senior Citizens,Agriculture,,,,731
9605,Urban,Medium,52164.5541666667,Short-term gains,Current Account,Phone Banking,Middle-class,378937682,NRIs (Non-Resident Indians),Consulting,22.0,8.0,144253011.0,717
9606,Tier 3 city,Medium,3239.6175,Tax savings,Savings Account,ATM,Frugal,218648919,Senior Citizens,Automotive,,,,695
9607,Semi-urban,Medium,15973.02,Retirement planning,Personal Loans,Branch,Semi-Luxury,439241908,Young Professionals,Other,,,,868
9608,Semi-urban,High,97504.95,Tax savings,Savings Account,Relationship Manager,Budget,323122972,NRIs (Non-Resident Indians),Manufacturing,11.0,0.0,62065102.0,473
9609,Rural,High,3192.2025,Long-term growth,Fixed Deposits,Mobile Banking,Minimalist,121742767,Self-Employed Professionals,Sports and Fitness,3.0,7.0,5158357.0,620
9610,Coastal,High,41563.34,Retirement planning,Home Loans,Phone Banking,Semi-Luxury,233830243,Salaried Employees,Finance,,,,802
9611,Metro,Low,146037.534166667,Tax savings,Fixed Deposits,Branch,Middle-class,449494407,NRIs (Non-Resident Indians),Media and Entertainment,4.0,23.0,196144340.0,410
9612,Semi-urban,Medium,34304.025,Long-term growth,Savings Account,Relationship Manager,Middle-class,250200142,Self-Employed Professionals,Beauty and Wellness,11.0,17.0,7897047.0,614
9613,Suburban,High,121106.201666667,Long-term growth,Personal Loans,Mobile Banking,Luxury,440402774,Young Professionals,Non-Profit,,,,389
9614,Tier 1 city,Medium,10789.35,Tax savings,Recurring Deposits,ATM,Budget,283297480,Salaried Employees,Consulting,,,,873
9615,Hill station,Medium,269073.4875,Wealth accumulation,Car Loans,Phone Banking,Middle-class,172907004,Self-Employed Professionals,Consulting,21.0,14.0,41202955.0,598
9616,Tier 2 city,Low,262341.291666667,Stable returns,Savings Account,Mobile Banking,Middle-class,329394818,Young Professionals,Sports and Fitness,,,,897
9617,Hill station,High,38761.36,Stable returns,Recurring Deposits,Branch,Budget,37239460,Small Business Owners,Media and Entertainment,5.0,17.0,180637958.0,735
9618,Tier 2 city,Medium,162915.4,Stable returns,Education Loans,Internet Banking,Semi-Luxury,361398206,Self-Employed Professionals,Transportation,15.0,14.0,62282348.0,558
9619,Tier 3 city,Medium,47111.9,Retirement planning,Fixed Deposits,Internet Banking,Luxury,400685033,Self-Employed Professionals,Agriculture,15.0,21.0,49317101.0,683
9620,Semi-urban,Medium,39487.7241666667,Retirement planning,Personal Loans,Phone Banking,Semi-Luxury,486474215,Self-Employed Professionals,Government,9.0,23.0,37340836.0,340
9621,Semi-urban,High,212889.69,Wealth accumulation,Home Loans,ATM,Minimalist,141456398,Salaried Employees,Retail,,,,897
9622,Semi-urban,Low,76061.66,Stable returns,Car Loans,Internet Banking,Minimalist,408361540,Housewives,Education,,,,812
9623,Rural,Medium,30059.7333333333,Long-term growth,Personal Loans,Phone Banking,Minimalist,438154989,Senior Citizens,Art and Design,,,,556
9624,Hill station,Low,208592.3375,Retirement planning,Current Account,Relationship Manager,Semi-Luxury,441731173,Self-Employed Professionals,Food and Beverage,17.0,7.0,196713254.0,703
9625,Coastal,Medium,175215.425,Retirement planning,Credit Card,Relationship Manager,Semi-Luxury,396633327,Rural Customers,Art and Design,5.0,17.0,102735629.0,737
9626,Urban,Medium,52454.6241666667,Tax savings,Current Account,Relationship Manager,Minimalist,390665152,Small Business Owners,Beauty and Wellness,11.0,7.0,103144498.0,757
9627,Metro,High,26805.6433333333,Short-term gains,Current Account,Relationship Manager,Budget,60753266,Salaried Employees,Government,,,,419
9628,Urban,Medium,38648.2275,Retirement planning,Insurance,Relationship Manager,Frugal,235294911,Self-Employed Professionals,Government,23.0,1.0,186956716.0,472
9629,Metro,Medium,86099.65,Capital preservation,Education Loans,Relationship Manager,Semi-Luxury,269765055,High Net Worth Individuals (HNIs),Construction,11.0,16.0,69871832.0,771
9630,Tier 1 city,High,89537.8116666667,Long-term growth,Savings Account,Relationship Manager,Semi-Luxury,414526814,Housewives,Government,,,,850
9631,Suburban,High,3937.255,Tax savings,Savings Account,Relationship Manager,Frugal,8781408,Salaried Employees,Art and Design,,,,610
9632,Semi-urban,High,81343.5825,Wealth accumulation,Insurance,Relationship Manager,Middle-class,401759770,Self-Employed Professionals,Hospitality,2.0,0.0,192629080.0,484
9633,Semi-urban,Low,98378.8066666667,Retirement planning,Home Loans,Relationship Manager,Minimalist,119749931,Housewives,E-commerce,,,,601
9634,Tier 1 city,Medium,328940.88,Tax savings,Personal Loans,Phone Banking,Luxury,167363214,Young Professionals,Transportation,,,,881
9635,Urban,Medium,29002.805,Retirement planning,Home Loans,Phone Banking,Budget,241410945,Salaried Employees,Sports and Fitness,,,,472
9636,Metro,High,7918.05666666667,Retirement planning,Car Loans,Mobile Banking,Semi-Luxury,492290818,Students,Sports and Fitness,,,,425
9637,Tier 1 city,Low,1677.33833333333,Long-term growth,Credit Card,Branch,Minimalist,92809091,Salaried Employees,Retail,,,,899
9638,Urban,High,16712.41,Stable returns,Car Loans,Internet Banking,Budget,444630051,Senior Citizens,Manufacturing,,,,815
9639,Rural,Medium,22262.2,Tax savings,Education Loans,Mobile Banking,Middle-class,468982154,Senior Citizens,Finance,,,,340
9640,Tier 3 city,Low,37827.0333333333,Wealth accumulation,Home Loans,Relationship Manager,Frugal,415780774,Rural Customers,Art and Design,25.0,13.0,79279589.0,515
9641,Tier 1 city,Low,132300.53,Retirement planning,Home Loans,Relationship Manager,Luxury,74020949,Small Business Owners,,24.0,15.0,185431900.0,445
9642,Urban,Medium,100557.49,Capital preservation,Recurring Deposits,Phone Banking,Minimalist,221230393,Students,E-commerce,,,,750
9643,Rural,Medium,6420.2875,Long-term growth,Recurring Deposits,Mobile Banking,Semi-Luxury,130778700,Self-Employed Professionals,Healthcare,15.0,20.0,134390973.0,532
9644,Coastal,High,215587.933333333,Long-term growth,Home Loans,Branch,Semi-Luxury,104102013,Young Professionals,Non-Profit,,,,546
9645,Urban,Medium,114325.8,Retirement planning,Savings Account,Relationship Manager,Semi-Luxury,396415538,Small Business Owners,IT Services,13.0,22.0,187490409.0,602
9646,Rural,High,209204.685,Retirement planning,Savings Account,Internet Banking,Budget,273790198,Senior Citizens,Energy,,,,335
9647,Metro,Medium,60943.29,Wealth accumulation,Savings Account,Mobile Banking,Budget,286056077,Salaried Employees,Agriculture,,,,469
9648,Hill station,High,11660.985,Long-term growth,Savings Account,Relationship Manager,Semi-Luxury,110607519,Students,Education,,,,813
9649,Urban,Low,161944.1425,Short-term gains,Home Loans,ATM,Budget,469070603,Housewives,Healthcare,,,,667
9650,Hill station,Medium,156431.82,Stable returns,Car Loans,Phone Banking,Budget,101852167,Students,Government,,,,344
